TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
18,18,3,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,3,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,3,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,3,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,3,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,3,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,3,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,4,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,4,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,4,2,1,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,5,4,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,5,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,5,4,2,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,6,3,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,6,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,3,2,1,10,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,7,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,7,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,7,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,7,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,7,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,7,1,1,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,8,6,3,2,10,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,9,5,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,9,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,5,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,9,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,9,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,9,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,9,5,3,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
